,category,pass_rate,mean_attempts
0,1_01,0.78,1.5512820512820513
1,1_02,0.76,1.3289473684210527
2,2_01,0.016666666666666666,2.0
3,2_02,0.06,1.8333333333333333
4,2_03,0.047619047619047616,3.75
5,2_04,0.0,
6,3_01,0.0,
7,3_02,0.0125,3.0
8,3_03,0.025,3.5
9,3_04,0.025,3.5
10,3_05,0.05102040816326531,2.2
11,3_06,0.15315315315315314,3.1176470588235294
12,3_07,0.05,3.6
13,3_08,0.0,
14,3_09,0.050314465408805034,2.375
