level_name,variation,scenario,template,agent,mode,result
single_force_t04_00009.xml,9,single_force,4,Eagle’s Wing,test,0.615
single_force_t04_00009.xml,9,single_force,4,Bambirds,test,0.580
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Symbolic,test,0.300
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Image,test,0.225
single_force_t04_00009.xml,9,single_force,4,Relational-Symbolic,test,0.375
single_force_t04_00009.xml,9,single_force,4,Relational-Image,test,0.050
single_force_t04_00009.xml,9,single_force,4,Random Agent,test,0.085
single_force_t04_00009.xml,9,single_force,4,PDDLAgent,test,Lose
single_force_t04_00009.xml,9,single_force,4,Human,test,0.963
single_force_t04_00009.xml,9,single_force,4,Pig Shooter,test,0.873
single_force_t04_00009.xml,9,single_force,4,Datalab,test,0.890
single_force_t04_00009.xml,9,single_force,4,Eagle’s Wing,test,0.615
single_force_t04_00009.xml,9,single_force,4,Bambirds,test,0.580
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Symbolic,test,0.300
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Image,test,0.225
single_force_t04_00009.xml,9,single_force,4,Relational-Symbolic,test,0.375
single_force_t04_00009.xml,9,single_force,4,Relational-Image,test,0.050
single_force_t04_00009.xml,9,single_force,4,Random Agent,test,0.085
single_force_t04_00009.xml,9,single_force,4,PDDLAgent,test,Lose
single_force_t04_00009.xml,9,single_force,4,Human,test,0.963
single_force_t04_00009.xml,9,single_force,4,Pig Shooter,test,0.873
single_force_t04_00009.xml,9,single_force,4,Datalab,test,0.890
single_force_t04_00009.xml,9,single_force,4,Eagle’s Wing,test,0.615
single_force_t04_00009.xml,9,single_force,4,Bambirds,test,0.580
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Symbolic,test,0.300
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Image,test,0.225
single_force_t04_00009.xml,9,single_force,4,Relational-Symbolic,test,0.375
single_force_t04_00009.xml,9,single_force,4,Relational-Image,test,0.050
single_force_t04_00009.xml,9,single_force,4,Random Agent,test,0.085
single_force_t04_00009.xml,9,single_force,4,PDDLAgent,test,Lose
single_force_t04_00009.xml,9,single_force,4,Human,test,0.963
single_force_t04_00009.xml,9,single_force,4,Pig Shooter,test,0.873
single_force_t04_00009.xml,9,single_force,4,Datalab,test,0.890
single_force_t04_00009.xml,9,single_force,4,Eagle’s Wing,test,0.615
single_force_t04_00009.xml,9,single_force,4,Bambirds,test,0.580
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Symbolic,test,0.300
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Image,test,0.225
single_force_t04_00009.xml,9,single_force,4,Relational-Symbolic,test,0.375
single_force_t04_00009.xml,9,single_force,4,Relational-Image,test,0.050
single_force_t04_00009.xml,9,single_force,4,Random Agent,test,0.085
single_force_t04_00009.xml,9,single_force,4,PDDLAgent,test,Lose
single_force_t04_00009.xml,9,single_force,4,Human,test,0.963
single_force_t04_00009.xml,9,single_force,4,Pig Shooter,test,0.873
single_force_t04_00009.xml,9,single_force,4,Datalab,test,0.890
single_force_t04_00009.xml,9,single_force,4,Eagle’s Wing,test,0.615
single_force_t04_00009.xml,9,single_force,4,Bambirds,test,0.580
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Symbolic,test,0.300
single_force_t04_00009.xml,9,single_force,4,D-DDQN-Image,test,0.225
single_force_t04_00009.xml,9,single_force,4,Relational-Symbolic,test,0.375
single_force_t04_00009.xml,9,single_force,4,Relational-Image,test,0.050
single_force_t04_00009.xml,9,single_force,4,Random Agent,test,0.085
