,category,pass_rate
10,1_01,0.45050000000000007
9,1_02,0.6199999999999998
14,2_01,0.03833333333333334
12,2_02,0.25799999999999995
11,2_03,0.128
13,2_04,0.09500000000000003
8,3_01,0.008
1,3_02,0.05250000000000001
0,3_03,0.047500000000000014
5,3_04,0.04312500000000001
2,3_05,0.03400000000000001
3,3_06,0.17666666666666667
6,3_07,0.192
7,3_08,0.015000000000000003
4,3_09,0.07562499999999996
