,category,pass_rate
0,1_01,0.6401666666666668
1,1_02,0.6873333333333334
2,2_01,0.008333333333333333
3,2_02,0.047
4,2_03,0.013690476190476189
5,2_04,0.0
6,3_01,0.0
7,3_02,0.004166666666666667
8,3_03,0.008749999999999999
9,3_04,0.007291666666666666
10,3_05,0.01836734693877551
11,3_06,0.0635135135135135
12,3_07,0.0165
13,3_08,0.0
14,3_09,0.030083857442348007
