,category,pass_rate
0,1_01,0.5479999999999999
1,1_02,0.6559999999999999
2,2_01,0.2683333333333333
3,2_02,0.057999999999999996
4,2_03,0.27399999999999997
5,2_04,0.0
6,3_01,0.012
7,3_02,0.06250000000000001
8,3_03,0.03
9,3_04,0.0
10,3_05,0.036000000000000004
11,3_06,0.15999999999999984
12,3_07,0.04600000000000001
13,3_08,0.0
14,3_09,0.002531645569620253
