,category,pass_rate
0,1_01,0.30199999999999994
1,1_02,0.4400000000000003
2,2_01,0.2733333333333333
3,2_02,0.11800000000000002
4,2_03,0.18599999999999994
5,2_04,0.07
6,3_01,0.018
7,3_02,0.14500000000000002
8,3_03,0.030000000000000006
9,3_04,0.15999999999999995
10,3_05,0.013999999999999999
11,3_06,0.16333333333333316
12,3_07,0.04400000000000001
13,3_08,0.034999999999999996
14,3_09,0.02420382165605096
